8.25,3.375,8.5,2.625,21.25,8,4.5,2,13.125,4.875,8.125,3.125,11.25,15,8.625,1.875,2.375,1.875,2.125,1.625,0,0.25,2.25,5.125,662.875,328.25,582.75,245.875,0,0,66.625,33.375,8,5,1,2,3.3,1.1,3.625,4.875,4.875,5.875,9.375,14.375,0.875,3.625,5.5,8.5,3.875,5.875,13.5,11.25,2.875,7.25,1.125,1.75,1.75,1.5,0.125,0.125,3.25,2.5,368.5,490.625,289.5,405.75,0,0,43.125,56.875,9,2,3,4,1.2,1.7
8.25,3.375,8.5,2.625,21.25,8,4.5,2,13.125,4.875,8.125,3.125,11.25,15,8.625,1.875,2.375,1.875,2.125,1.625,0,0.25,2.25,5.125,662.875,328.25,582.75,245.875,0,0,66.625,33.375,8,5,1,2,3.3,1.1,3.75,7.625,4.375,8.25,12,18.75,3.875,2.875,6.5,11.125,5.5,7.625,14.375,10.875,3.875,7.5,1.75,0.75,2.625,1.375,0.25,0,4.5,2.75,351.75,520.25,263,430.875,0,0,41.25,58.75,9,3,0,6,1.7,2.7
8.25,3.375,8.5,2.625,21.25,8,4.5,2,13.125,4.875,8.125,3.125,11.25,15,8.625,1.875,2.375,1.875,2.125,1.625,0,0.25,2.25,5.125,662.875,328.25,582.75,245.875,0,0,66.625,33.375,8,5,1,2,3.3,1.1,3.25,4.5,4.625,7.5,11.125,16,3.25,4,6.5,8.125,4.625,7.875,16.75,14.25,5.25,6.125,1.75,1.625,2.5,1.625,0.125,0,2.25,2.5,376.625,444.625,281.375,351.75,0,0,47.125,52.875,8,1,1,6,0.8,2.4
8.25,3.375,8.5,2.625,21.25,8,4.5,2,13.125,4.875,8.125,3.125,11.25,15,8.625,1.875,2.375,1.875,2.125,1.625,0,0.25,2.25,5.125,662.875,328.25,582.75,245.875,0,0,66.625,33.375,8,5,1,2,3.3,1.1,3.7142857142857144,5.571428571428571,4.142857142857143,7,10.857142857142858,16.571428571428573,3,4,7.285714285714286,10.714285714285714,3.5714285714285716,5.857142857142857,11.571428571428571,14.857142857142858,4.428571428571429,8.428571428571429,2.142857142857143,3,2,2.7142857142857144,0,0.14285714285714285,4.142857142857143,2.4285714285714284,465.42857142857144,466.7142857142857,368.14285714285717,380.85714285714283,0,0,50.142857142857146,49.857142857142854,8,4,2,2,1.4,1.1
8.25,3.375,8.5,2.625,21.25,8,4.5,2,13.125,4.875,8.125,3.125,11.25,15,8.625,1.875,2.375,1.875,2.125,1.625,0,0.25,2.25,5.125,662.875,328.25,582.75,245.875,0,0,66.625,33.375,8,5,1,2,3.3,1.1,3,5.857142857142857,5.285714285714286,5.714285714285714,11.714285714285714,16.142857142857142,3.4285714285714284,4.571428571428571,6.857142857142857,10,4.857142857142857,6.142857142857143,15.142857142857142,14.571428571428571,2.857142857142857,5.142857142857143,1.8571428571428572,2.857142857142857,2.4285714285714284,1.2857142857142858,0.2857142857142857,0,4.285714285714286,2.2857142857142856,359,513.7142857142857,251.28571428571428,413.42857142857144,0,0,42.285714285714285,57.714285714285715,7,1,2,4,1,1.6
8.25,3.375,8.5,2.625,21.25,8,4.5,2,13.125,4.875,8.125,3.125,11.25,15,8.625,1.875,2.375,1.875,2.125,1.625,0,0.25,2.25,5.125,662.875,328.25,582.75,245.875,0,0,66.625,33.375,8,5,1,2,3.3,1.1,4.25,3,4.125,7.25,10.75,13.125,2.375,2.875,7,8.5,3.75,4.625,9.125,11.875,5.125,4.625,1.375,2.75,1.375,1.625,0.125,0,1.5,2.625,614.5,389.875,520.5,299.125,0,0,61.375,38.625,8,3,3,2,1.8,1.6
8.25,3.375,8.5,2.625,21.25,8,4.5,2,13.125,4.875,8.125,3.125,11.25,15,8.625,1.875,2.375,1.875,2.125,1.625,0,0.25,2.25,5.125,662.875,328.25,582.75,245.875,0,0,66.625,33.375,8,5,1,2,3.3,1.1,5.285714285714286,5.142857142857143,3.2857142857142856,4.714285714285714,11.428571428571429,12.142857142857142,2.857142857142857,2.2857142857142856,7.285714285714286,8.142857142857142,4.142857142857143,4,12,11.857142857142858,2.5714285714285716,4.142857142857143,2.2857142857142856,3.4285714285714284,2,1.8571428571428572,0.42857142857142855,0,3.7142857142857144,4.142857142857143,592.7142857142857,395.2857142857143,498.85714285714283,294.2857142857143,0,0,59.857142857142854,40.142857142857146,7,4,0,3,1.4,1.6
8.25,3.375,8.5,2.625,21.25,8,4.5,2,13.125,4.875,8.125,3.125,11.25,15,8.625,1.875,2.375,1.875,2.125,1.625,0,0.25,2.25,5.125,662.875,328.25,582.75,245.875,0,0,66.625,33.375,8,5,1,2,3.3,1.1,4.75,6.625,5,7.5,12.875,19.5,3.125,5.375,8.625,13.5,4.25,6,12.75,15,3.375,7.375,1.5,2.25,2.625,2.25,0.25,0.25,4.125,2.75,354.125,528.5,261.5,440.75,0,0,40.5,59.5,8,2,3,3,1.9,2.6
8.25,3.375,8.5,2.625,21.25,8,4.5,2,13.125,4.875,8.125,3.125,11.25,15,8.625,1.875,2.375,1.875,2.125,1.625,0,0.25,2.25,5.125,662.875,328.25,582.75,245.875,0,0,66.625,33.375,8,5,1,2,3.3,1.1,4,5,4.428571428571429,4.714285714285714,10.428571428571429,13.571428571428571,2,3.857142857142857,7.142857142857143,8,3.2857142857142856,5.571428571428571,16.714285714285715,12.142857142857142,3.857142857142857,5.571428571428571,2,1.2857142857142858,2.5714285714285716,1.1428571428571428,0.14285714285714285,0,4,3,371.7142857142857,465,272.14285714285717,363.7142857142857,0,0,44.57142857142857,55.42857142857143,7,3,2,2,1.1,0.9
8.25,3.375,8.5,2.625,21.25,8,4.5,2,13.125,4.875,8.125,3.125,11.25,15,8.625,1.875,2.375,1.875,2.125,1.625,0,0.25,2.25,5.125,662.875,328.25,582.75,245.875,0,0,66.625,33.375,8,5,1,2,3.3,1.1,4.571428571428571,4.571428571428571,4.428571428571429,6.428571428571429,10.714285714285714,14.428571428571429,1.7142857142857142,3.4285714285714284,7.285714285714286,8.714285714285714,3.4285714285714284,5.714285714285714,13.285714285714286,12.857142857142858,4.142857142857143,4.714285714285714,3.5714285714285716,1.4285714285714286,2.142857142857143,2.2857142857142856,0,0,3.2857142857142856,2.7142857142857144,427.7142857142857,437,326.85714285714283,334.42857142857144,0,0,50.142857142857146,49.857142857142854,7,4,1,2,2,1.3
8.25,3.375,8.5,2.625,21.25,8,4.5,2,13.125,4.875,8.125,3.125,11.25,15,8.625,1.875,2.375,1.875,2.125,1.625,0,0.25,2.25,5.125,662.875,328.25,582.75,245.875,0,0,66.625,33.375,8,5,1,2,3.3,1.1,6.5,3.125,5.5,4,15.75,9.75,3.75,2.625,11.5,5.5,4.25,4.25,12.25,12.375,5.25,4.25,2.25,3,1.625,2,0.125,0,2,3.75,543.875,439.75,454.5,349.25,0,0,56,44,9,6,2,1,2.8,1.2
