fixture_id,home/name,home/team_id,home/homeoraway,home/Shots on Goal,home/Shots on Goal opposite,home/Shots off Goal,home/Shots off Goal opposite,home/Total Shots,home/Total Shots opposite,home/Blocked Shots,home/Blocked Shots opposite,home/Shots insidebox,home/Shots insidebox opposite,home/Shots outsidebox,home/Shots outsidebox opposite,home/Fouls,home/Fouls opposite,home/Corner Kicks,home/Corner Kicks opposite,home/Offsides,home/Offsides opposite,home/Yellow Cards,home/Yellow Cards opposite,home/Red Cards,home/Red Cards opposite,home/Goalkeeper Saves,home/Goalkeeper Saves opposite,home/Total passes,home/Total passes opposite,home/Passes accurate,home/Passes accurate opposite,home/Passes %,home/Passes % opposite,home/Ball Possession,home/Ball Possession opposite,home/matchsPlayed,home/wins,home/draws,home/loses,home/goalsFor,home/goalsAgainst,away/name,away/team_id,away/homeoraway,away/Shots on Goal,away/Shots on Goal opposite,away/Shots off Goal,away/Shots off Goal opposite,away/Total Shots,away/Total Shots opposite,away/Blocked Shots,away/Blocked Shots opposite,away/Shots insidebox,away/Shots insidebox opposite,away/Shots outsidebox,away/Shots outsidebox opposite,away/Fouls,away/Fouls opposite,away/Corner Kicks,away/Corner Kicks opposite,away/Offsides,away/Offsides opposite,away/Yellow Cards,away/Yellow Cards opposite,away/Red Cards,away/Red Cards opposite,away/Goalkeeper Saves,away/Goalkeeper Saves opposite,away/Total passes,away/Total passes opposite,away/Passes accurate,away/Passes accurate opposite,away/Passes %,away/Passes % opposite,away/Ball Possession,away/Ball Possession opposite,away/matchsPlayed,away/wins,away/draws,away/loses,away/goalsFor,away/goalsAgainst,Corner/home,Corner/away,goalsHomeTeam,goalsAwayTeam,home_formation,away_formation
11220,1899 Hoffenheim,167,home,5.647058823529412,3.588235294117647,5.470588235294118,4.411764705882353,14.529411764705882,10.823529411764707,3.411764705882353,2.823529411764706,8.647058823529411,6.705882352941177,5.9411764705882355,4.176470588235294,13.529411764705882,13.705882352941176,4.235294117647059,4,2.4705882352941178,2.0588235294117645,1.6470588235294117,1.2352941176470589,0,0,2.823529411764706,3.235294117647059,480.5882352941176,462.8235294117647,394.52941176470586,375.47058823529414,80.76470588235294,79.82352941176471,50.470588235294116,49.529411764705884,17,11,4,2,2.2,0.9,Werder Bremen,162,away,4.352941176470588,5.176470588235294,5,5.470588235294118,11.529411764705882,13.176470588235293,2.176470588235294,2.5294117647058822,7.117647058823529,7.647058823529412,4.470588235294118,5.588235294117647,16.647058823529413,12.235294117647058,5.176470588235294,4.529411764705882,2,2.7058823529411766,1.7058823529411764,1.0588235294117647,0,0.058823529411764705,4,3.2941176470588234,435.94117647058823,474.94117647058823,333.2352941176471,376.11764705882354,75.76470588235294,78.05882352941177,48.8235294117647,51.1764705882353,17,4,5,8,1,1.4,6,4,1,0,3-1-4-2,3-1-4-2
11201,1899 Hoffenheim,167,home,5.647058823529412,3.588235294117647,5.470588235294118,4.411764705882353,14.529411764705882,10.823529411764707,3.411764705882353,2.823529411764706,8.647058823529411,6.705882352941177,5.9411764705882355,4.176470588235294,13.529411764705882,13.705882352941176,4.235294117647059,4,2.4705882352941178,2.0588235294117645,1.6470588235294117,1.2352941176470589,0,0,2.823529411764706,3.235294117647059,480.5882352941176,462.8235294117647,394.52941176470586,375.47058823529414,80.76470588235294,79.82352941176471,50.470588235294116,49.529411764705884,17,11,4,2,2.2,0.9,Bayern Munich,157,away,5.882352941176471,2.8823529411764706,6.0588235294117645,3.6470588235294117,15.882352941176471,9.117647058823529,3.9411764705882355,2.588235294117647,10.647058823529411,5.588235294117647,5.294117647058823,3.6470588235294117,12.294117647058824,13.176470588235293,6.117647058823529,3.588235294117647,1.6470588235294117,1.7058823529411764,1.6470588235294117,1.6470588235294117,0,0.058823529411764705,2,3.764705882352941,633.9411764705883,338.52941176470586,546.8823529411765,248.35294117647058,85.88235294117646,71.94117647058823,65.76470588235294,34.23529411764706,17,13,1,3,2.1,0.8,2,4,2,0,3-1-4-2,4-2-3-1
11192,1899 Hoffenheim,167,home,5.647058823529412,3.588235294117647,5.470588235294118,4.411764705882353,14.529411764705882,10.823529411764707,3.411764705882353,2.823529411764706,8.647058823529411,6.705882352941177,5.9411764705882355,4.176470588235294,13.529411764705882,13.705882352941176,4.235294117647059,4,2.4705882352941178,2.0588235294117645,1.6470588235294117,1.2352941176470589,0,0,2.823529411764706,3.235294117647059,480.5882352941176,462.8235294117647,394.52941176470586,375.47058823529414,80.76470588235294,79.82352941176471,50.470588235294116,49.529411764705884,17,11,4,2,2.2,0.9,Hertha Berlin,159,away,3.9411764705882355,4.823529411764706,3.4705882352941178,6.294117647058823,9.235294117647058,13.882352941176471,1.8235294117647058,2.764705882352941,6,8.705882352941176,3.235294117647059,5.235294117647059,15.647058823529411,14.058823529411764,3.1176470588235294,4.882352941176471,1.4705882352941178,2.2941176470588234,1.7647058823529411,1.588235294117647,0.11764705882352941,0.058823529411764705,3.7058823529411766,2.7058823529411766,390.70588235294116,523.8235294117648,290.70588235294116,426.5882352941176,73.47058823529412,80.58823529411765,43.411764705882355,56.588235294117645,17,5,6,6,1.2,1.1,5,2,1,1,3-4-2-1,4-2-3-1
11175,1899 Hoffenheim,167,home,5.647058823529412,3.588235294117647,5.470588235294118,4.411764705882353,14.529411764705882,10.823529411764707,3.411764705882353,2.823529411764706,8.647058823529411,6.705882352941177,5.9411764705882355,4.176470588235294,13.529411764705882,13.705882352941176,4.235294117647059,4,2.4705882352941178,2.0588235294117645,1.6470588235294117,1.2352941176470589,0,0,2.823529411764706,3.235294117647059,480.5882352941176,462.8235294117647,394.52941176470586,375.47058823529414,80.76470588235294,79.82352941176471,50.470588235294116,49.529411764705884,17,11,4,2,2.2,0.9,FC Schalke 04,174,away,4.705882352941177,4.0588235294117645,4.764705882352941,5.235294117647059,11.764705882352942,12.352941176470589,2.2941176470588234,3.0588235294117645,7.647058823529412,7.235294117647059,4.294117647058823,5.176470588235294,16.58823529411765,14.941176470588236,4.647058823529412,4.470588235294118,2.5294117647058822,1.2352941176470589,2.0588235294117645,2,0,0.17647058823529413,2.588235294117647,3.411764705882353,424.8235294117647,471.47058823529414,336.1764705882353,373.05882352941177,78.3529411764706,78.23529411764706,48.11764705882353,51.88235294117647,17,8,4,5,1.5,1.3,0,5,2,0,3-1-4-2,3-4-2-1
11157,1899 Hoffenheim,167,home,5.647058823529412,3.588235294117647,5.470588235294118,4.411764705882353,14.529411764705882,10.823529411764707,3.411764705882353,2.823529411764706,8.647058823529411,6.705882352941177,5.9411764705882355,4.176470588235294,13.529411764705882,13.705882352941176,4.235294117647059,4,2.4705882352941178,2.0588235294117645,1.6470588235294117,1.2352941176470589,0,0,2.823529411764706,3.235294117647059,480.5882352941176,462.8235294117647,394.52941176470586,375.47058823529414,80.76470588235294,79.82352941176471,50.470588235294116,49.529411764705884,17,11,4,2,2.2,0.9,FC Augsburg,170,away,3.7058823529411766,4.764705882352941,5.176470588235294,7.117647058823529,11.705882352941176,15.352941176470589,2.823529411764706,3.4705882352941178,7.176470588235294,8.470588235294118,4.588235294117647,6.882352941176471,15,11.823529411764707,4.0588235294117645,5.0588235294117645,1.3529411764705883,1,2.0588235294117645,1.4705882352941178,0.11764705882352941,0.058823529411764705,3.4705882352941178,2.588235294117647,357.94117647058823,495.29411764705884,263,398.5882352941176,72.76470588235294,79.58823529411765,43.1764705882353,56.8235294117647,17,4,7,6,1.1,1.3,6,3,2,2,3-5-2,3-4-3
11139,1899 Hoffenheim,167,home,5.647058823529412,3.588235294117647,5.470588235294118,4.411764705882353,14.529411764705882,10.823529411764707,3.411764705882353,2.823529411764706,8.647058823529411,6.705882352941177,5.9411764705882355,4.176470588235294,13.529411764705882,13.705882352941176,4.235294117647059,4,2.4705882352941178,2.0588235294117645,1.6470588235294117,1.2352941176470589,0,0,2.823529411764706,3.235294117647059,480.5882352941176,462.8235294117647,394.52941176470586,375.47058823529414,80.76470588235294,79.82352941176471,50.470588235294116,49.529411764705884,17,11,4,2,2.2,0.9,Borussia Monchengladbach,163,away,4.235294117647059,5.705882352941177,4.647058823529412,6.529411764705882,11.588235294117647,15.529411764705882,2.7058823529411766,3.2941176470588234,7.823529411764706,9.352941176470589,3.764705882352941,6.176470588235294,11.705882352941176,12.117647058823529,3.411764705882353,5.411764705882353,1.7647058823529411,1.7058823529411764,1.5294117647058822,1.411764705882353,0,0.17647058823529413,3.823529411764706,3.0588235294117645,489.6470588235294,481.94117647058823,400,398.05882352941177,80.70588235294117,80.6470588235294,50.8235294117647,49.1764705882353,17,4,4,9,1.1,1.9,5,5,1,3,3-1-4-2,4-2-3-1
11121,1899 Hoffenheim,167,home,5.647058823529412,3.588235294117647,5.470588235294118,4.411764705882353,14.529411764705882,10.823529411764707,3.411764705882353,2.823529411764706,8.647058823529411,6.705882352941177,5.9411764705882355,4.176470588235294,13.529411764705882,13.705882352941176,4.235294117647059,4,2.4705882352941178,2.0588235294117645,1.6470588235294117,1.2352941176470589,0,0,2.823529411764706,3.235294117647059,480.5882352941176,462.8235294117647,394.52941176470586,375.47058823529414,80.76470588235294,79.82352941176471,50.470588235294116,49.529411764705884,17,11,4,2,2.2,0.9,Eintracht Frankfurt,169,away,3.4705882352941178,4.764705882352941,4.0588235294117645,4.882352941176471,9.647058823529411,12.882352941176471,2.1176470588235294,3.235294117647059,6.411764705882353,8.705882352941176,3.2941176470588234,4.294117647058823,15.882352941176471,13.705882352941176,3.8823529411764706,4.529411764705882,2.5294117647058822,3.176470588235294,2.0588235294117645,1.5294117647058822,0,0.058823529411764705,3.235294117647059,2.3529411764705883,393.94117647058823,462,293.52941176470586,355.8235294117647,73.11764705882354,75.88235294117646,46.411764705882355,53.588235294117645,17,6,3,8,1.1,1.5,4,3,1,1,3-1-4-2,3-4-1-2
11103,1899 Hoffenheim,167,home,5.647058823529412,3.588235294117647,5.470588235294118,4.411764705882353,14.529411764705882,10.823529411764707,3.411764705882353,2.823529411764706,8.647058823529411,6.705882352941177,5.9411764705882355,4.176470588235294,13.529411764705882,13.705882352941176,4.235294117647059,4,2.4705882352941178,2.0588235294117645,1.6470588235294117,1.2352941176470589,0,0,2.823529411764706,3.235294117647059,480.5882352941176,462.8235294117647,394.52941176470586,375.47058823529414,80.76470588235294,79.82352941176471,50.470588235294116,49.529411764705884,17,11,4,2,2.2,0.9,RB Leipzig,173,away,4.411764705882353,4.823529411764706,5,5.294117647058823,12.352941176470589,12.823529411764707,2.9411764705882355,2.7058823529411766,7.764705882352941,8.529411764705882,4.588235294117647,4.294117647058823,13.764705882352942,15.117647058823529,5.294117647058823,4.764705882352941,2.411764705882353,3.4705882352941178,2,1.9411764705882353,0.23529411764705882,0.11764705882352941,3.2941176470588234,3,474.47058823529414,393.05882352941177,374.88235294117646,290.4117647058824,78.47058823529412,71.76470588235294,55.294117647058826,44.705882352941174,17,6,4,7,1.4,1.6,0,7,4,0,3-1-4-2,4-2-2-2
11086,1899 Hoffenheim,167,home,5.647058823529412,3.588235294117647,5.470588235294118,4.411764705882353,14.529411764705882,10.823529411764707,3.411764705882353,2.823529411764706,8.647058823529411,6.705882352941177,5.9411764705882355,4.176470588235294,13.529411764705882,13.705882352941176,4.235294117647059,4,2.4705882352941178,2.0588235294117645,1.6470588235294117,1.2352941176470589,0,0,2.823529411764706,3.235294117647059,480.5882352941176,462.8235294117647,394.52941176470586,375.47058823529414,80.76470588235294,79.82352941176471,50.470588235294116,49.529411764705884,17,11,4,2,2.2,0.9,VfB Stuttgart,172,away,3.411764705882353,5.411764705882353,4.0588235294117645,5.588235294117647,9.882352941176471,13.823529411764707,2.411764705882353,2.823529411764706,6.117647058823529,7.823529411764706,3.764705882352941,6,13.647058823529411,13.058823529411764,3.764705882352941,4.470588235294118,2.1176470588235294,1.8823529411764706,1.7058823529411764,1.3529411764705883,0.058823529411764705,0.058823529411764705,3.7058823529411766,2.2941176470588234,421.94117647058823,512.2352941176471,323.47058823529414,414.4117647058824,74.6470588235294,80,45.470588235294116,54.529411764705884,17,5,2,10,1.1,1.6,0,3,1,0,3-1-4-2,3-4-2-1
11058,1899 Hoffenheim,167,home,5.647058823529412,3.588235294117647,5.470588235294118,4.411764705882353,14.529411764705882,10.823529411764707,3.411764705882353,2.823529411764706,8.647058823529411,6.705882352941177,5.9411764705882355,4.176470588235294,13.529411764705882,13.705882352941176,4.235294117647059,4,2.4705882352941178,2.0588235294117645,1.6470588235294117,1.2352941176470589,0,0,2.823529411764706,3.235294117647059,480.5882352941176,462.8235294117647,394.52941176470586,375.47058823529414,80.76470588235294,79.82352941176471,50.470588235294116,49.529411764705884,17,11,4,2,2.2,0.9,Bayer Leverkusen,168,away,4.470588235294118,4.235294117647059,5.529411764705882,5,13.647058823529411,12.117647058823529,3.6470588235294117,2.8823529411764706,8.647058823529411,7.529411764705882,5,4.588235294117647,13.705882352941176,14.705882352941176,3.823529411764706,4.764705882352941,1.4705882352941178,1.5294117647058822,1.5294117647058822,2.411764705882353,0.058823529411764705,0.058823529411764705,2.764705882352941,2.764705882352941,498.8235294117647,423.70588235294116,402.7647058823529,326.4117647058824,80.52941176470588,76.23529411764706,54.588235294117645,45.411764705882355,17,7,5,5,1.7,1.5,4,1,1,4,3-1-4-2,4-2-3-1
